#"Progress (%)","Potential Energy (kJ/mole)","Temperature (K)","Density (g/mL)","Speed (ns/day)"
4230.0%,2072.9462890625,297.7793084527736,0.30085906306723326,400
4240.0%,2087.4462890625,300.4379016195753,0.30085906306723326,400
4250.0%,2083.6328125,329.49146146609786,0.30085906306723326,400
4260.0%,2177.0224609375,299.6024268020326,0.30085906306723326,400
4270.0%,2150.9521484375,328.2047649209211,0.30085906306723326,400
4280.0%,2095.931640625,317.90050937969744,0.30085906306723326,400
4290.0%,2059.2294921875,315.52459583819285,0.30085906306723326,400
4300.0%,2044.8349609375,314.7113596804567,0.30085906306723326,400
4310.0%,2070.884765625,308.01715849220625,0.30085906306723326,400
4320.0%,2101.1455078125,320.5392639008118,0.30085906306723326,400
4330.0%,2150.33203125,326.6961972346802,0.30085906306723326,400
4340.0%,2142.900390625,318.8865362061126,0.30085906306723326,400
4350.0%,2196.646484375,312.70213058130514,0.30085906306723326,400
4360.0%,2127.9453125,307.8063005429875,0.30085906306723326,400
4370.0%,2081.712890625,340.6114378206437,0.30085906306723326,400
4380.0%,2096.4306640625,326.3837776948964,0.30085906306723326,400
4390.0%,2150.8984375,300.8478795537755,0.30085906306723326,400
4400.0%,2142.8798828125,291.8100975551255,0.30085906306723326,400
4410.0%,2051.146484375,363.71276449235074,0.30085906306723326,400
4420.0%,2102.3603515625,329.19726866352545,0.30085906306723326,400
4430.0%,2129.0244140625,331.83716370026093,0.30085906306723326,400
4440.0%,2188.2587890625,313.6154345229195,0.30085906306723326,400
4450.0%,2132.4609375,321.6485496365792,0.30085906306723326,400
4460.0%,2123.892578125,305.44121021721486,0.30085906306723326,400
4470.0%,2132.6494140625,295.4631601819188,0.30085906306723326,400
4480.0%,2162.908203125,305.63409700059634,0.30085906306723326,400
4490.0%,2144.9921875,310.11206592886793,0.30085906306723326,400
4500.0%,2200.685546875,291.86663611789464,0.30085906306723326,400
4510.0%,2131.70703125,279.74195119930323,0.30085906306723326,400
4520.0%,2073.904296875,278.7126016663009,0.30085906306723326,400
4530.0%,2115.708984375,283.3926335047399,0.30085906306723326,400
4540.0%,2058.6220703125,313.87065732547177,0.30085906306723326,400
4550.0%,2153.373046875,298.2116944970756,0.30085906306723326,400
4560.0%,2130.359375,299.9059286139158,0.30085906306723326,400
4570.0%,2096.0732421875,292.2833671135085,0.30085906306723326,400
4580.0%,2084.6806640625,290.0821472297223,0.30085906306723326,400
4590.0%,2140.3271484375,291.5768532535703,0.30085906306723326,400
4600.0%,2072.5478515625,329.07874118439787,0.30085906306723326,400
4610.0%,2127.763671875,289.23075843550305,0.30085906306723326,400
4620.0%,2086.9833984375,319.5764946124265,0.30085906306723326,400
4630.0%,2105.5087890625,328.4606796715922,0.30085906306723326,400
4640.0%,2128.0078125,319.71620974795565,0.30085906306723326,400
4650.0%,2153.62109375,298.07479380964656,0.30085906306723326,400
4660.0%,2139.4208984375,323.37956516436805,0.30085906306723326,400
4670.0%,2155.7509765625,312.89008064775925,0.30085906306723326,400
4680.0%,2098.6689453125,340.95961982298104,0.30085906306723326,400
4690.0%,2073.796875,351.39263534898436,0.30085906306723326,400
4700.0%,2146.1376953125,300.59292400901865,0.30085906306723326,400
4710.0%,2150.115234375,312.07034434433695,0.30085906306723326,400
4720.0%,2060.5576171875,343.4134773106584,0.30085906306723326,400
4730.0%,2119.041015625,290.5301247110253,0.30085906306723326,400
4740.0%,2072.541015625,305.16989828313507,0.30085906306723326,400
4750.0%,2164.408203125,277.235458207951,0.30085906306723326,400
4760.0%,2029.7080078125,313.80733529400345,0.30085906306723326,400
4770.0%,2112.359375,292.4632532737963,0.30085906306723326,400
4780.0%,2035.7919921875,293.25655284025277,0.30085906306723326,400
4790.0%,2061.4189453125,297.6978865858788,0.30085906306723326,400
4800.0%,2102.587890625,281.0708074129206,0.30085906306723326,400
4810.0%,2091.7744140625,285.5507311222835,0.30085906306723326,400
4820.0%,2142.7666015625,277.7129571288647,0.30085906306723326,400
4830.0%,2080.26171875,303.51603783974633,0.30085906306723326,400
4840.0%,2169.4267578125,294.777961757127,0.30085906306723326,400
4850.0%,2105.9306640625,315.10411435652065,0.30085906306723326,400
4860.0%,2195.224609375,312.7064453718274,0.30085906306723326,400
4870.0%,2137.0107421875,337.8998259925515,0.30085906306723326,400
4880.0%,2143.8955078125,324.05353609447167,0.30085906306723326,400
4890.0%,2137.25390625,319.05069188113634,0.30085906306723326,400
4900.0%,2144.1630859375,311.0188027163427,0.30085906306723326,400
4910.0%,2074.3291015625,336.3004576519289,0.30085906306723326,400
4920.0%,2161.9716796875,288.2568660996093,0.30085906306723326,400
4930.0%,2156.8701171875,298.61224059802566,0.30085906306723326,400
4940.0%,2094.9541015625,296.4310184292966,0.30085906306723326,400
4950.0%,2086.09765625,297.23652707253314,0.30085906306723326,400
4960.0%,2035.50390625,295.2607671426376,0.30085906306723326,400
4970.0%,2060.80859375,285.30300710338776,0.30085906306723326,401
4980.0%,1992.921875,316.6937155236779,0.30085906306723326,401
4990.0%,2054.931640625,292.88249373579816,0.30085906306723326,401
5000.0%,2074.9365234375,289.90771578343276,0.30085906306723326,401
5010.0%,2028.2353515625,314.1778818263691,0.30085906306723326,401
5020.0%,2130.5361328125,289.00054611917324,0.30085906306723326,401
5030.0%,2161.3828125,304.9036215752011,0.30085906306723326,401
5040.0%,2098.6015625,311.78817491540667,0.30085906306723326,401
5050.0%,2064.1123046875,315.59131897889,0.30085906306723326,401
5060.0%,2091.943359375,291.852061958299,0.30085906306723326,401
5070.0%,2028.6611328125,304.51448413980347,0.30085906306723326,401
5080.0%,1991.8828125,289.30957989859286,0.30085906306723326,401
5090.0%,1993.76171875,270.09709316407816,0.30085906306723326,401
5100.0%,2046.330078125,273.9108201067079,0.30085906306723326,401
5110.0%,2017.859375,288.12860254926557,0.30085906306723326,401
5120.0%,2024.8466796875,304.77428733657,0.30085906306723326,401
5130.0%,2121.9599609375,293.82874905973773,0.30085906306723326,401
5140.0%,2127.34765625,296.021551535026,0.30085906306723326,401
5150.0%,2190.115234375,298.263457429633,0.30085906306723326,401
5160.0%,2126.2548828125,316.2118650872417,0.30085906306723326,401
5170.0%,2109.7373046875,317.9835789370644,0.30085906306723326,401
5180.0%,2058.2236328125,320.3040147432588,0.30085906306723326,401
5190.0%,2170.98046875,299.4550758699415,0.30085906306723326,401
5200.0%,2184.7041015625,322.5369795179847,0.30085906306723326,401
5210.0%,2225.5205078125,310.1261206241638,0.30085906306723326,401
5220.0%,2126.3427734375,313.77005106711164,0.30085906306723326,401
5230.0%,2142.162109375,313.48159226835986,0.30085906306723326,401
5240.0%,2091.078125,320.2779663768862,0.30085906306723326,401
5250.0%,2177.794921875,287.95099366921755,0.30085906306723326,401
5260.0%,2094.3154296875,301.8993840717626,0.30085906306723326,401
5270.0%,2041.2138671875,315.5975114920956,0.30085906306723326,401
5280.0%,2112.7802734375,299.6098774635855,0.30085906306723326,401
5290.0%,2051.1357421875,320.84546082968586,0.30085906306723326,401
5300.0%,2041.0478515625,345.67944976876964,0.30085906306723326,401
5310.0%,2147.4443359375,304.6539523140777,0.30085906306723326,401
5320.0%,2138.189453125,305.63783736690345,0.30085906306723326,401
5330.0%,2043.265625,327.3948871464101,0.30085906306723326,401
5340.0%,2130.1640625,303.7503755112205,0.30085906306723326,401
5350.0%,2084.1533203125,303.8445297722656,0.30085906306723326,401
5360.0%,2082.7275390625,291.04804174253576,0.30085906306723326,401
5370.0%,2123.3671875,300.86925302063673,0.30085906306723326,401
5380.0%,2096.2763671875,309.1276718039253,0.30085906306723326,401
5390.0%,2101.232421875,288.1626443295269,0.30085906306723326,401
5400.0%,2083.1015625,285.20998143175746,0.30085906306723326,401
5410.0%,2113.2802734375,289.2940929928277,0.30085906306723326,401
5420.0%,2122.1181640625,289.12468943879134,0.30085906306723326,401
5430.0%,2142.26171875,285.12779832414185,0.30085906306723326,401
5440.0%,2118.2412109375,310.4395350280253,0.30085906306723326,401
5450.0%,2115.6630859375,324.0138272700603,0.30085906306723326,401
5460.0%,2126.3291015625,307.35247815862976,0.30085906306723326,401
5470.0%,2233.8046875,276.2798609532378,0.30085906306723326,401
5480.0%,2098.650390625,299.137243418672,0.30085906306723326,401
5490.0%,2103.3720703125,271.1115411158024,0.30085906306723326,401
5500.0%,2061.013671875,274.1303258328601,0.30085906306723326,401
5510.0%,2097.181640625,287.79943986426775,0.30085906306723326,401
5520.0%,2092.6171875,323.6362056567025,0.30085906306723326,401
5530.0%,2146.7978515625,309.6969825877022,0.30085906306723326,401
5540.0%,2105.150390625,294.52490728913375,0.30085906306723326,401
5550.0%,2090.8115234375,298.9776521799665,0.30085906306723326,401
5560.0%,2106.9423828125,281.99926314673604,0.30085906306723326,401
5570.0%,2082.8857421875,293.64231503843143,0.30085906306723326,401
5580.0%,2065.6953125,302.83978298446993,0.30085906306723326,401
5590.0%,2113.669921875,285.6948923814511,0.30085906306723326,401
5600.0%,2067.8818359375,295.7202512118199,0.30085906306723326,401
5610.0%,2074.26953125,313.4883534869654,0.30085906306723326,401
5620.0%,2146.75,303.44127541681024,0.30085906306723326,401
5630.0%,2140.1279296875,305.3207552692167,0.30085906306723326,401
5640.0%,2135.16796875,303.17961137687115,0.30085906306723326,401
5650.0%,2132.1181640625,312.5999189779728,0.30085906306723326,401
5660.0%,2122.818359375,302.91983039192286,0.30085906306723326,401
5670.0%,2101.763671875,298.59210504301143,0.30085906306723326,401
5680.0%,2083.9873046875,287.9372621965529,0.30085906306723326,401
5690.0%,2044.4013671875,318.86935338495306,0.30085906306723326,401
5700.0%,2116.439453125,287.9463310156258,0.30085906306723326,401
5710.0%,2100.2314453125,311.3732832085858,0.30085906306723326,401
5720.0%,2168.3544921875,297.82058058061006,0.30085906306723326,401
5730.0%,2087.83203125,327.88051606258,0.30085906306723326,401
5740.0%,2154.1796875,299.0353084679026,0.30085906306723326,401
5750.0%,2126.8876953125,305.09252878519345,0.30085906306723326,401
5760.0%,2177.841796875,304.382977815611,0.30085906306723326,401
5770.0%,2099.728515625,325.6998737066609,0.30085906306723326,401
5780.0%,2141.123046875,329.56719294526954,0.30085906306723326,401
5790.0%,2085.248046875,322.0883911471396,0.30085906306723326,401
5800.0%,2163.341796875,304.89266835999274,0.30085906306723326,401
5810.0%,2149.0400390625,290.83289069151397,0.30085906306723326,401
5820.0%,2061.7294921875,304.73641491865385,0.30085906306723326,401
5830.0%,2051.92578125,299.9309898309824,0.30085906306723326,401
5840.0%,2020.083984375,312.1140121889257,0.30085906306723326,401
5850.0%,2057.31640625,306.9648196823889,0.30085906306723326,401
5860.0%,1973.302734375,324.11296439631974,0.30085906306723326,401
5870.0%,2087.7158203125,300.3641827865984,0.30085906306723326,401
5880.0%,2068.29296875,305.90446356949553,0.30085906306723326,401
5890.0%,2110.314453125,277.685288177853,0.30085906306723326,401
5900.0%,2011.8759765625,301.6844000214018,0.30085906306723326,401
5910.0%,2029.9033203125,293.8098408217524,0.30085906306723326,402
5920.0%,2070.6435546875,279.36208824868413,0.30085906306723326,402
5930.0%,2025.0,285.47593218823977,0.30085906306723326,402
5940.0%,2059.7138671875,282.7078235589888,0.30085906306723326,402
5950.0%,2030.5546875,301.19137023864863,0.30085906306723326,402
5960.0%,2105.6591796875,279.42273781477314,0.30085906306723326,402
5970.0%,2096.5654296875,302.9225244537098,0.30085906306723326,402
5980.0%,2132.3818359375,302.196388354205,0.30085906306723326,402
5990.0%,2146.71484375,306.52884334639884,0.30085906306723326,402
6000.0%,2116.615234375,324.1929447330278,0.30085906306723326,402
6010.0%,2131.1884765625,319.6082963267747,0.30085906306723326,402
6020.0%,2213.73828125,304.6680314922068,0.30085906306723326,402
6030.0%,2183.3740234375,299.17406658897966,0.30085906306723326,402
6040.0%,2169.5078125,298.65647081528965,0.30085906306723326,402
6050.0%,2086.1181640625,288.62548813508704,0.30085906306723326,402
6060.0%,2119.5029296875,283.2100828842882,0.30085906306723326,402
6070.0%,2076.6875,313.4207312246881,0.30085906306723326,402
6080.0%,2105.5908203125,269.88819699737155,0.30085906306723326,402
6090.0%,2089.94140625,270.1611744605743,0.30085906306723326,402
6100.0%,2078.6884765625,281.52382539338714,0.30085906306723326,402
6110.0%,2062.5126953125,279.85008190544124,0.30085906306723326,402
6120.0%,2089.125,289.4631125922168,0.30085906306723326,402
6130.0%,2050.7919921875,279.1580206397489,0.30085906306723326,402
6140.0%,1996.2001953125,290.39022803876264,0.30085906306723326,402
6150.0%,2034.05078125,289.2400759404815,0.30085906306723326,402
6160.0%,2006.1005859375,312.0104193348708,0.30085906306723326,402
6170.0%,2065.9033203125,281.7104396812045,0.30085906306723326,402
6180.0%,2010.1953125,307.60883171353987,0.30085906306723326,402
6190.0%,2079.1162109375,271.8849067995361,0.30085906306723326,402
6200.0%,2047.9580078125,261.64459591940505,0.30085906306723326,402
6210.0%,2081.50390625,254.5183489128272,0.30085906306723326,402
6220.0%,2039.3076171875,267.13950305822493,0.30085906306723326,402
6230.0%,2070.9453125,273.1577476656865,0.30085906306723326,402
6240.0%,2039.462890625,290.07536983932806,0.30085906306723326,402
6250.0%,2028.1806640625,287.96675671645465,0.30085906306723326,402
6260.0%,2081.130859375,270.35060342014094,0.30085906306723326,402
6270.0%,2079.3681640625,266.9821988284996,0.30085906306723326,402
6280.0%,2044.2841796875,282.1529366177767,0.30085906306723326,402
6290.0%,1980.8798828125,282.0357011525892,0.30085906306723326,402
6300.0%,2015.4365234375,284.00775723854275,0.30085906306723326,402
6310.0%,2055.7109375,270.7640461458043,0.30085906306723326,402
6320.0%,2056.8408203125,280.66821983904464,0.30085906306723326,402
6330.0%,2054.283203125,261.99840065633214,0.30085906306723326,402
6340.0%,1988.546875,273.0557938027689,0.30085906306723326,402
6350.0%,2004.259765625,293.8140342863345,0.30085906306723326,402
6360.0%,2085.6318359375,280.4121772916167,0.30085906306723326,402
6370.0%,2161.8671875,298.7734832707008,0.30085906306723326,402
6380.0%,2099.603515625,293.1136204516505,0.30085906306723326,402
6390.0%,2194.2783203125,284.76418344946165,0.30085906306723326,402
6400.0%,2169.5888671875,282.22003130134095,0.30085906306723326,402
6410.0%,2141.8671875,295.54953634096586,0.30085906306723326,402
6420.0%,2109.2490234375,289.49677331776553,0.30085906306723326,402
6430.0%,2028.2734375,338.3335054137028,0.30085906306723326,402
6440.0%,2100.3046875,327.98531248632133,0.30085906306723326,402
6450.0%,2100.3818359375,288.60903715415935,0.30085906306723326,402
6460.0%,2096.119140625,282.463395401358,0.30085906306723326,402
6470.0%,2091.0078125,288.38368438077197,0.30085906306723326,402
6480.0%,2078.76171875,268.8850908881202,0.30085906306723326,402
6490.0%,2020.1572265625,303.5033183842277,0.30085906306723326,402
6500.0%,2014.0849609375,302.6835841837083,0.30085906306723326,402
6510.0%,2055.14453125,283.6310585398882,0.30085906306723326,402
6520.0%,2007.61328125,295.10559999437135,0.30085906306723326,402
6530.0%,2040.482421875,281.82641508426786,0.30085906306723326,402
6540.0%,2034.962890625,293.9908556502576,0.30085906306723326,402
6550.0%,2009.5673828125,303.1115258500366,0.30085906306723326,402
6560.0%,2016.947265625,315.74247260787075,0.30085906306723326,402
6570.0%,2072.3828125,298.3395750008779,0.30085906306723326,402
6580.0%,2131.4765625,294.7692397714368,0.30085906306723326,402
6590.0%,2099.9267578125,299.3957531800502,0.30085906306723326,402
6600.0%,2023.837890625,292.18125804057706,0.30085906306723326,402
6610.0%,2135.193359375,275.6100032907147,0.30085906306723326,402
6620.0%,2136.1083984375,309.418835606764,0.30085906306723326,402
6630.0%,2091.2919921875,335.99685279780323,0.30085906306723326,402
6640.0%,2072.16796875,331.7982265001226,0.30085906306723326,402
6650.0%,2055.0751953125,329.9012086783768,0.30085906306723326,402
6660.0%,2049.75,309.4054542666829,0.30085906306723326,402
6670.0%,2118.2021484375,273.669647071664,0.30085906306723326,402
6680.0%,2154.4951171875,301.1356042307733,0.30085906306723326,402
6690.0%,2143.0380859375,287.53260770477584,0.30085906306723326,402
6700.0%,2084.091796875,309.94490819033035,0.30085906306723326,402
6710.0%,2048.458984375,316.78513215036753,0.30085906306723326,402
6720.0%,2033.369140625,311.1091433742223,0.30085906306723326,402
6730.0%,2041.0205078125,310.7732067376245,0.30085906306723326,402
6740.0%,2046.3291015625,293.10060203868863,0.30085906306723326,402
6750.0%,2096.173828125,278.04601227963957,0.30085906306723326,402
6760.0%,2001.87890625,311.3420034629581,0.30085906306723326,402
6770.0%,2156.3515625,279.1887508942952,0.30085906306723326,402
6780.0%,2128.232421875,296.3477303493969,0.30085906306723326,402
6790.0%,2105.626953125,327.59072400987577,0.30085906306723326,402
6800.0%,2121.4755859375,303.2101423899977,0.30085906306723326,402
6810.0%,2182.1611328125,300.4445670277629,0.30085906306723326,402
6820.0%,2110.8203125,300.29018447016995,0.30085906306723326,402
6830.0%,2062.375,322.80670569365896,0.30085906306723326,402
6840.0%,2084.5263671875,299.5689989868652,0.30085906306723326,402
6850.0%,2094.88671875,307.9920045432756,0.30085906306723326,402
6860.0%,2078.109375,291.50580351322265,0.30085906306723326,402
6870.0%,1989.0693359375,317.0596084294739,0.30085906306723326,402
6880.0%,2052.1025390625,285.1394363145586,0.30085906306723326,402
6890.0%,1952.560546875,310.0956549316145,0.30085906306723326,402
6900.0%,2056.84765625,276.0860362601495,0.30085906306723326,402
6910.0%,1977.3671875,287.6837008599128,0.30085906306723326,402
6920.0%,1978.3076171875,307.2992879974267,0.30085906306723326,402
6930.0%,2022.4453125,288.2798046906103,0.30085906306723326,402
6940.0%,2033.119140625,316.5947946568164,0.30085906306723326,402
6950.0%,2093.0322265625,296.94575697934965,0.30085906306723326,402
6960.0%,2036.7119140625,288.7574607558596,0.30085906306723326,402
6970.0%,2070.2998046875,290.1167535185838,0.30085906306723326,402
6980.0%,2108.15625,270.8462132118431,0.30085906306723326,401
6990.0%,2031.9921875,309.15396809294435,0.30085906306723326,401
7000.0%,2049.7685546875,309.8826716102482,0.30085906306723326,401
7010.0%,2103.0703125,277.6590966504735,0.30085906306723326,401
7020.0%,2130.94140625,282.1182879631518,0.30085906306723326,401
7030.0%,2068.158203125,301.11491929575175,0.30085906306723326,401
7040.0%,2054.6826171875,303.49330490994794,0.30085906306723326,401
7050.0%,2037.2734375,314.7872811758938,0.30085906306723326,402
7060.0%,2117.4287109375,302.81947178227637,0.30085906306723326,402
7070.0%,2068.111328125,319.3593418725198,0.30085906306723326,402
7080.0%,2078.5107421875,327.7532920877673,0.30085906306723326,402
7090.0%,2103.1708984375,297.0298343908355,0.30085906306723326,401
7100.0%,2090.544921875,298.3392332799059,0.30085906306723326,402
7110.0%,2104.525390625,304.880375373484,0.30085906306723326,402
7120.0%,2158.5595703125,286.7905740345394,0.30085906306723326,401
7130.0%,2045.1064453125,316.9607925985599,0.30085906306723326,401
7140.0%,2074.7294921875,292.1243069958793,0.30085906306723326,401
7150.0%,2117.2685546875,281.3070213541088,0.30085906306723326,401
7160.0%,2054.1875,321.54489658411416,0.30085906306723326,401
7170.0%,2134.1259765625,296.6701850503034,0.30085906306723326,401
7180.0%,2121.7099609375,289.9389658752777,0.30085906306723326,401
7190.0%,2118.0048828125,326.4052454036291,0.30085906306723326,401
7200.0%,2180.2431640625,293.75295643502403,0.30085906306723326,401
7210.0%,2136.017578125,315.93693160237,0.30085906306723326,401
7220.0%,2080.78515625,311.5678316905347,0.30085906306723326,401
7230.0%,2071.8076171875,334.53094924892383,0.30085906306723326,401
7240.0%,2095.9140625,332.83327582762365,0.30085906306723326,401
7250.0%,2169.009765625,319.7322882929205,0.30085906306723326,401
7260.0%,2083.373046875,323.2982263809007,0.30085906306723326,401
7270.0%,2061.7998046875,302.14437379903285,0.30085906306723326,401
7280.0%,2040.0576171875,298.16509513828845,0.30085906306723326,401
7290.0%,2076.0,277.8292375023828,0.30085906306723326,401
7300.0%,2034.19921875,280.43128819105334,0.30085906306723326,401
7310.0%,1963.658203125,294.18689133336164,0.30085906306723326,401
7320.0%,2049.93359375,274.82403210148175,0.30085906306723326,401
7330.0%,2070.1767578125,270.1341995868517,0.30085906306723326,401
7340.0%,2037.0595703125,284.5789351929635,0.30085906306723326,401
7350.0%,1942.41015625,316.03388988293307,0.30085906306723326,401
7360.0%,2018.9248046875,306.2648755470549,0.30085906306723326,401
7370.0%,2089.60546875,290.3183302923105,0.30085906306723326,401
7380.0%,2039.453125,311.2891179915224,0.30085906306723326,401
7390.0%,2002.787109375,313.31075231155745,0.30085906306723326,401
7400.0%,2066.296875,296.59687235227096,0.30085906306723326,401
7410.0%,2114.380859375,304.0110201468353,0.30085906306723326,401
7420.0%,2142.0458984375,327.916891056396,0.30085906306723326,401
7430.0%,2152.4453125,302.2901896074984,0.30085906306723326,401
7440.0%,2092.041015625,312.77391821092016,0.30085906306723326,401
7450.0%,2067.609375,324.69032869483044,0.30085906306723326,401
7460.0%,2033.2705078125,311.0651896774332,0.30085906306723326,401
7470.0%,2028.8486328125,295.5314718665048,0.30085906306723326,402
7480.0%,2010.8837890625,297.0839717244248,0.30085906306723326,402
7490.0%,2079.25,259.4360926734261,0.30085906306723326,402
7500.0%,2091.6025390625,251.5382871084505,0.30085906306723326,402
7510.0%,1987.7958984375,280.61879746143956,0.30085906306723326,402
7520.0%,2076.3369140625,277.247145169663,0.30085906306723326,402
7530.0%,2088.419921875,301.0769837528481,0.30085906306723326,402
7540.0%,2088.298828125,300.7706273410783,0.30085906306723326,402
7550.0%,2094.115234375,320.7832589189827,0.30085906306723326,402
7560.0%,2112.04296875,305.8289000793942,0.30085906306723326,402
7570.0%,2148.3916015625,307.6963168934471,0.30085906306723326,402
7580.0%,2149.8427734375,305.61777465285854,0.30085906306723326,402
7590.0%,2058.9794921875,304.0757040953781,0.30085906306723326,402
7600.0%,2049.5771484375,316.38790316336065,0.30085906306723326,402
7610.0%,2085.7529296875,311.12503702433844,0.30085906306723326,402
7620.0%,2103.7412109375,310.7357146730781,0.30085906306723326,402
7630.0%,2107.060546875,285.78427022801117,0.30085906306723326,402
7640.0%,2067.5419921875,303.8746290043385,0.30085906306723326,402
7650.0%,2063.6025390625,296.6028717946734,0.30085906306723326,402
7660.0%,2055.4404296875,320.8900851753844,0.30085906306723326,402
7670.0%,2169.3564453125,299.5524507455522,0.30085906306723326,402
7680.0%,2071.44921875,334.82639140697756,0.30085906306723326,402
7690.0%,2164.9345703125,295.30114988363823,0.30085906306723326,402
7700.0%,2124.7021484375,306.2811675231559,0.30085906306723326,402
7710.0%,2087.1962890625,306.24241352023375,0.30085906306723326,402
7720.0%,2021.021484375,323.0236144262812,0.30085906306723326,402
7730.0%,2040.7568359375,327.9498151505165,0.30085906306723326,402
7740.0%,2020.16015625,307.0330747037982,0.30085906306723326,402
7750.0%,2026.2744140625,304.20715909057753,0.30085906306723326,402
7760.0%,1994.6796875,312.1948839583345,0.30085906306723326,402
7770.0%,2090.8193359375,280.413410576627,0.30085906306723326,402
7780.0%,2038.0419921875,304.72260686902746,0.30085906306723326,402
7790.0%,2034.5234375,301.6370121340643,0.30085906306723326,402
7800.0%,2014.1865234375,313.8530625394785,0.30085906306723326,402
7810.0%,1998.4248046875,301.0415097381014,0.30085906306723326,402
7820.0%,2070.4609375,290.967943863912,0.30085906306723326,402
7830.0%,1970.0869140625,315.581977756589,0.30085906306723326,402
7840.0%,2107.228515625,260.7794582893126,0.30085906306723326,402
7850.0%,2071.4267578125,274.62037741652006,0.30085906306723326,402
7860.0%,2078.2119140625,270.34722564247727,0.30085906306723326,402
7870.0%,2029.763671875,292.0182815942511,0.30085906306723326,402
7880.0%,1997.822265625,307.21764485741414,0.30085906306723326,402
7890.0%,1990.3056640625,310.21381091590706,0.30085906306723326,402
7900.0%,2125.4658203125,276.29692249048543,0.30085906306723326,402
7910.0%,2033.701171875,312.26557207443204,0.30085906306723326,402
7920.0%,2089.1494140625,304.76445339406104,0.30085906306723326,402
7930.0%,2111.1953125,295.44174984483533,0.30085906306723326,402
7940.0%,2123.666015625,285.5567088872243,0.30085906306723326,402
7950.0%,2072.916015625,309.0157342881539,0.30085906306723326,402
7960.0%,2074.583984375,312.2922459238325,0.30085906306723326,402
7970.0%,2146.5859375,271.1361708249975,0.30085906306723326,402
7980.0%,2098.8955078125,309.6188895995993,0.30085906306723326,402
7990.0%,2115.451171875,304.8960341200766,0.30085906306723326,402
8000.0%,2148.033203125,294.59809556015733,0.30085906306723326,402
8010.0%,2041.890625,329.77146574109105,0.30085906306723326,402
8020.0%,2074.4716796875,310.86371295445326,0.30085906306723326,402
8030.0%,2112.8046875,309.1385483479841,0.30085906306723326,402
8040.0%,2086.8564453125,336.62516662422547,0.30085906306723326,402
8050.0%,2087.58203125,304.4461763642003,0.30085906306723326,402
8060.0%,2137.0048828125,266.5540380429905,0.30085906306723326,402
8070.0%,1975.267578125,326.257758832049,0.30085906306723326,402
8080.0%,2065.1259765625,292.69379247970363,0.30085906306723326,402
8090.0%,2069.755859375,291.1842147707722,0.30085906306723326,402
8100.0%,2104.736328125,293.36422667234683,0.30085906306723326,402
8110.0%,2048.79296875,304.05088124333173,0.30085906306723326,402
8120.0%,2087.85546875,311.98528609750736,0.30085906306723326,402
8130.0%,2091.48046875,313.13104163333884,0.30085906306723326,402
8140.0%,2145.814453125,319.22297210841015,0.30085906306723326,402
8150.0%,2150.01953125,316.35399393953145,0.30085906306723326,402
8160.0%,2119.9599609375,308.51929695237305,0.30085906306723326,402
8170.0%,2128.5693359375,295.29683908577965,0.30085906306723326,402
8180.0%,2119.154296875,307.83641340790524,0.30085906306723326,402
8190.0%,2090.50390625,317.21290333277346,0.30085906306723326,402
8200.0%,2077.763671875,303.60365842198433,0.30085906306723326,402
8210.0%,2035.5908203125,306.5374368328636,0.30085906306723326,402
8220.0%,2016.1669921875,312.8657647964479,0.30085906306723326,402
8230.0%,2118.873046875,276.816431436008,0.30085906306723326,402
8240.0%,2085.8134765625,303.24686985195547,0.30085906306723326,402
8250.0%,2069.8935546875,304.45688296188297,0.30085906306723326,402
8260.0%,2084.2421875,304.6981704287677,0.30085906306723326,402
8270.0%,2076.9599609375,291.5231148861429,0.30085906306723326,402
8280.0%,2135.9326171875,261.2292793136217,0.30085906306723326,402
8290.0%,2066.169921875,286.51114161104505,0.30085906306723326,402
8300.0%,2058.5927734375,293.00570886769526,0.30085906306723326,402
8310.0%,2059.9853515625,296.32613025534613,0.30085906306723326,402
8320.0%,1993.501953125,316.4103929429465,0.30085906306723326,402
8330.0%,2077.34375,277.8920892386035,0.30085906306723326,402
8340.0%,2052.583984375,299.7867813172899,0.30085906306723326,402
8350.0%,2049.96875,286.27847089952337,0.30085906306723326,402
8360.0%,2065.369140625,288.9000046050059,0.30085906306723326,402
8370.0%,2029.2705078125,307.9329373482073,0.30085906306723326,402
8380.0%,2030.884765625,283.39563744863324,0.30085906306723326,402
8390.0%,2017.73046875,276.4335223337126,0.30085906306723326,402
8400.0%,2003.4755859375,284.65060025681134,0.30085906306723326,402
8410.0%,1973.765625,296.96096251040154,0.30085906306723326,402
8420.0%,1993.2041015625,282.1248021154322,0.30085906306723326,402
8430.0%,2066.203125,278.00588885172795,0.30085906306723326,402
8440.0%,2112.8359375,293.3672336553926,0.30085906306723326,402
8450.0%,2149.84765625,274.6157241922188,0.30085906306723326,402
8460.0%,2016.982421875,311.2423131651618,0.30085906306723326,402
8470.0%,2093.56640625,296.7059327081053,0.30085906306723326,402
8480.0%,2209.2744140625,274.046812517199,0.30085906306723326,402
8490.0%,2155.943359375,286.17088187288044,0.30085906306723326,402
8500.0%,2045.73046875,301.9709348095902,0.30085906306723326,402
8510.0%,2072.732421875,270.9954596170845,0.30085906306723326,402
8520.0%,2035.3935546875,277.61041080072755,0.30085906306723326,402
8530.0%,2013.3095703125,323.4802883297203,0.30085906306723326,402
